@relation SieveQ1_Prediction
@attribute REt real 
@attribute REt-1 real 
@attribute REt-2 real 
@attribute REt-3 real 
@attribute REt-4 real 
@attribute REt-5 real 
@attribute Qt real 
@attribute Qt-1 real
@attribute Qt-2 real 
@attribute Qt+1 real
@data
0.8604,0.7933,0.676,0.6686,0.6309,0.6329,16.22,16.22,16.22,16.22
0.8275,0.8604,0.7933,0.676,0.6686,0.6309,16.22,16.22,16.22,16.22
1.3648,0.8275,0.8604,0.7933,0.676,0.6686,16.22,16.22,16.22,16.22
1.6322,1.3648,0.8275,0.8604,0.7933,0.676,16.22,16.22,16.22,16.72
1.4199,1.6322,1.3648,0.8275,0.8604,0.7933,16.72,16.22,16.22,16.72
1.178,1.4199,1.6322,1.3648,0.8275,0.8604,16.72,16.72,16.22,16.22
1.1364,1.178,1.4199,1.6322,1.3648,0.8275,16.22,16.72,16.72,16.22
1.0254,1.1364,1.178,1.4199,1.6322,1.3648,16.22,16.22,16.72,16.22
0.9949,1.0254,1.1364,1.178,1.4199,1.6322,16.22,16.22,16.22,16.72
0.8355,0.9949,1.0254,1.1364,1.178,1.4199,16.72,16.22,16.22,16.72
1.1793,0.8355,0.9949,1.0254,1.1364,1.178,16.72,16.72,16.22,16.72
1.0662,1.1793,0.8355,0.9949,1.0254,1.1364,16.72,16.72,16.72,16.72
1.6747,1.0662,1.1793,0.8355,0.9949,1.0254,16.72,16.72,16.72,16.72
1.3633,1.6747,1.0662,1.1793,0.8355,0.9949,16.72,16.72,16.72,16.72
0.5798,1.3633,1.6747,1.0662,1.1793,0.8355,16.72,16.72,16.72,16.72
0.7159,0.5798,1.3633,1.6747,1.0662,1.1793,16.72,16.72,16.72,17.23
0.2853,0.7159,0.5798,1.3633,1.6747,1.0662,17.23,16.72,16.72,17.23
0.4055,0.2853,0.7159,0.5798,1.3633,1.6747,17.23,17.23,16.72,18.24
0.616,0.4055,0.2853,0.7159,0.5798,1.3633,18.24,17.23,17.23,19.25
0.4266,0.616,0.4055,0.2853,0.7159,0.5798,19.25,18.24,17.23,19.75
0.5474,0.4266,0.616,0.4055,0.2853,0.7159,19.75,19.25,18.24,20.76
0.7083,0.5474,0.4266,0.616,0.4055,0.2853,20.76,19.75,19.25,21.27
0.8694,0.7083,0.5474,0.4266,0.616,0.4055,21.27,20.76,19.75,21.27
0.7295,0.8694,0.7083,0.5474,0.4266,0.616,21.27,21.27,20.76,21.27
0.5283,0.7295,0.8694,0.7083,0.5474,0.4266,21.27,21.27,21.27,21.27
0.4071,0.5283,0.7295,0.8694,0.7083,0.5474,21.27,21.27,21.27,21.27
0.216,0.4071,0.5283,0.7295,0.8694,0.7083,21.27,21.27,21.27,21.27
0.0749,0.216,0.4071,0.5283,0.7295,0.8694,21.27,21.27,21.27,20.76
0.064,0.0749,0.216,0.4071,0.5283,0.7295,20.76,21.27,21.27,20.76
0.0432,0.064,0.0749,0.216,0.4071,0.5283,20.76,20.76,21.27,20.76
0.0526,0.0432,0.064,0.0749,0.216,0.4071,20.76,20.76,20.76,20.76
0.0622,0.0526,0.0432,0.064,0.0749,0.216,20.76,20.76,20.76,20.26
0.1019,0.0622,0.0526,0.0432,0.064,0.0749,20.26,20.76,20.76,20.26
0.1322,0.1019,0.0622,0.0526,0.0432,0.064,20.26,20.26,20.76,20.26
0.0836,0.1322,0.1019,0.0622,0.0526,0.0432,20.26,20.26,20.26,19.75
0.0762,0.0836,0.1322,0.1019,0.0622,0.0526,19.75,20.26,20.26,19.75
0.0895,0.0762,0.0836,0.1322,0.1019,0.0622,19.75,19.75,20.26,19.75
0.0972,0.0895,0.0762,0.0836,0.1322,0.1019,19.75,19.75,19.75,19.75
0.1346,0.0972,0.0895,0.0762,0.0836,0.1322,19.75,19.75,19.75,19.75
0.1132,0.1346,0.0972,0.0895,0.0762,0.0836,19.75,19.75,19.75,19.25
0.173,0.1132,0.1346,0.0972,0.0895,0.0762,19.25,19.75,19.75,19.25
0.1232,0.173,0.1132,0.1346,0.0972,0.0895,19.25,19.25,19.75,19.75
0.1035,0.1232,0.173,0.1132,0.1346,0.0972,19.75,19.25,19.25,19.75
0.0841,0.1035,0.1232,0.173,0.1132,0.1346,19.75,19.75,19.25,20.26
0.0248,0.0841,0.1035,0.1232,0.173,0.1132,20.26,19.75,19.75,20.26
0.0157,0.0248,0.0841,0.1035,0.1232,0.173,20.26,20.26,19.75,20.76
0.0166,0.0157,0.0248,0.0841,0.1035,0.1232,20.76,20.26,20.26,20.76
0.0176,0.0166,0.0157,0.0248,0.0841,0.1035,20.76,20.76,20.26,21.27
0.0187,0.0176,0.0166,0.0157,0.0248,0.0841,21.27,20.76,20.76,21.27
0.0197,0.0187,0.0176,0.0166,0.0157,0.0248,21.27,21.27,20.76,21.27
0.0193,0.0197,0.0187,0.0176,0.0166,0.0157,21.27,21.27,21.27,21.27
0.0183,0.0193,0.0197,0.0187,0.0176,0.0166,21.27,21.27,21.27,21.27
0.0075,0.0183,0.0193,0.0197,0.0187,0.0176,21.27,21.27,21.27,21.27
0.0068,0.0075,0.0183,0.0193,0.0197,0.0187,21.27,21.27,21.27,21.27
0.0462,0.0068,0.0075,0.0183,0.0193,0.0197,21.27,21.27,21.27,21.27
0.1258,0.0462,0.0068,0.0075,0.0183,0.0193,21.27,21.27,21.27,20.76
0.1256,0.1258,0.0462,0.0068,0.0075,0.0183,20.76,21.27,21.27,20.76
0.326,0.1256,0.1258,0.0462,0.0068,0.0075,20.76,20.76,21.27,20.76
0.3284,0.326,0.1256,0.1258,0.0462,0.0068,20.76,20.76,20.76,20.76
0.1072,0.3284,0.326,0.1256,0.1258,0.0462,20.76,20.76,20.76,20.76
0.0318,0.1072,0.3284,0.326,0.1256,0.1258,20.76,20.76,20.76,20.76
0.0964,0.0318,0.1072,0.3284,0.326,0.1256,20.76,20.76,20.76,20.76
0.1921,0.0964,0.0318,0.1072,0.3284,0.326,20.76,20.76,20.76,20.76
0.0597,0.1921,0.0964,0.0318,0.1072,0.3284,20.76,20.76,20.76,21.27
0.0394,0.0597,0.1921,0.0964,0.0318,0.1072,21.27,20.76,20.76,21.27
0.0402,0.0394,0.0597,0.1921,0.0964,0.0318,21.27,21.27,20.76,21.77
0.0217,0.0402,0.0394,0.0597,0.1921,0.0964,21.77,21.27,21.27,21.77
0.124,0.0217,0.0402,0.0394,0.0597,0.1921,21.77,21.77,21.27,22.28
0.1168,0.124,0.0217,0.0402,0.0394,0.0597,22.28,21.77,21.77,22.28
0.0702,0.1168,0.124,0.0217,0.0402,0.0394,22.28,22.28,21.77,22.78
0.034,0.0702,0.1168,0.124,0.0217,0.0402,22.78,22.28,22.28,22.78
0.0281,0.034,0.0702,0.1168,0.124,0.0217,22.78,22.78,22.28,23.29
0,0.0281,0.034,0.0702,0.1168,0.124,23.29,22.78,22.78,23.79
0,0,0.0281,0.034,0.0702,0.1168,23.79,23.29,22.78,23.79
0,0,0,0.0281,0.034,0.0702,23.79,23.79,23.29,23.79
0,0,0,0,0.0281,0.034,23.79,23.79,23.79,23.79
0,0,0,0,0,0.0281,23.79,23.79,23.79,24.3
0,0,0,0,0,0,24.3,23.79,23.79,24.3
0,0,0,0,0,0,24.3,24.3,23.79,24.3
0,0,0,0,0,0,24.3,24.3,24.3,24.3
0,0,0,0,0,0,24.3,24.3,24.3,24.3
0,0,0,0,0,0,24.3,24.3,24.3,24.3
0,0,0,0,0,0,24.3,24.3,24.3,23.79
0,0,0,0,0,0,23.79,24.3,24.3,23.79
0,0,0,0,0,0,23.79,23.79,24.3,23.79
0.0119,0,0,0,0,0,23.79,23.79,23.79,23.29
0.0038,0.0119,0,0,0,0,23.29,23.79,23.79,24.3
0,0.0038,0.0119,0,0,0,24.3,23.29,23.79,23.79
0,0,0.0038,0.0119,0,0,23.79,24.3,23.29,23.79
0.0197,0,0,0.0038,0.0119,0,23.79,23.79,24.3,23.79
0.0017,0.0197,0,0,0.0038,0.0119,23.79,23.79,23.79,23.29
0,0.0017,0.0197,0,0,0.0038,23.29,23.79,23.79,23.29
0,0,0.0017,0.0197,0,0,23.29,23.29,23.79,23.29
0,0,0,0.0017,0.0197,0,23.29,23.29,23.29,23.29
0,0,0,0,0.0017,0.0197,23.29,23.29,23.29,23.29
0,0,0,0,0,0.0017,23.29,23.29,23.29,23.29
0,0,0,0,0,0,23.29,23.29,23.29,23.29
0,0,0,0,0,0,23.29,23.29,23.29,23.29
0,0,0,0,0,0,23.29,23.29,23.29,23.29
0,0,0,0,0,0,23.29,23.29,23.29,22.78
0,0,0,0,0,0,22.78,23.29,23.29,22.78
0,0,0,0,0,0,22.78,22.78,23.29,22.78
0,0,0,0,0,0,22.78,22.78,22.78,22.28
0,0,0,0,0,0,22.28,22.78,22.78,22.28
0,0,0,0,0,0,22.28,22.28,22.78,21.77
0,0,0,0,0,0,21.77,22.28,22.28,21.77
0,0,0,0,0,0,21.77,21.77,22.28,21.77
0,0,0,0,0,0,21.77,21.77,21.77,21.27
0,0,0,0,0,0,21.27,21.77,21.77,21.27
0,0,0,0,0,0,21.27,21.27,21.77,21.27
0,0,0,0,0,0,21.27,21.27,21.27,21.27
0,0,0,0,0,0,21.27,21.27,21.27,21.27
0,0,0,0,0,0,21.27,21.27,21.27,21.27
0,0,0,0,0,0,21.27,21.27,21.27,21.27
0,0,0,0,0,0,21.27,21.27,21.27,21.77
0,0,0,0,0,0,21.77,21.27,21.27,21.77
0,0,0,0,0,0,21.77,21.77,21.27,21.77
0,0,0,0,0,0,21.77,21.77,21.77,21.77
0,0,0,0,0,0,21.77,21.77,21.77,21.77
0,0,0,0,0,0,21.77,21.77,21.77,21.77
0,0,0,0,0,0,21.77,21.77,21.77,21.27
0,0,0,0,0,0,21.27,21.77,21.77,21.27
0,0,0,0,0,0,21.27,21.27,21.77,21.27
0,0,0,0,0,0,21.27,21.27,21.27,20.76
0,0,0,0,0,0,20.76,21.27,21.27,20.26
0,0,0,0,0,0,20.26,20.76,21.27,20.26
0,0,0,0,0,0,20.26,20.26,20.76,19.75
0,0,0,0,0,0,19.75,20.26,20.26,19.75
0,0,0,0,0,0,19.75,19.75,20.26,19.75
0,0,0,0,0,0,19.75,19.75,19.75,19.75
0,0,0,0,0,0,19.75,19.75,19.75,19.75
0.0279,0,0,0,0,0,19.75,19.75,19.75,19.75
0.2171,0.0279,0,0,0,0,19.75,19.75,19.75,20.26
0.7064,0.2171,0.0279,0,0,0,20.26,19.75,19.75,20.26
0.4662,0.7064,0.2171,0.0279,0,0,20.26,20.26,19.75,20.76
0.4321,0.4662,0.7064,0.2171,0.0279,0,20.76,20.26,20.26,21.27
0.6214,0.4321,0.4662,0.7064,0.2171,0.0279,21.27,20.76,20.26,21.77
0.6616,0.6214,0.4321,0.4662,0.7064,0.2171,21.77,21.27,20.76,22.28
0.5821,0.6616,0.6214,0.4321,0.4662,0.7064,22.28,21.77,21.27,23.29
0.4127,0.5821,0.6616,0.6214,0.4321,0.4662,23.29,22.28,21.77,24.3
0.2035,0.4127,0.5821,0.6616,0.6214,0.4321,24.3,23.29,22.28,24.8
0.1545,0.2035,0.4127,0.5821,0.6616,0.6214,24.8,24.3,23.29,26.04
0.1156,0.1545,0.2035,0.4127,0.5821,0.6616,26.04,24.8,24.3,26.66
0.0967,0.1156,0.1545,0.2035,0.4127,0.5821,26.66,26.04,24.8,27.9
0.0179,0.0967,0.1156,0.1545,0.2035,0.4127,27.9,26.66,26.04,29.14
0.0192,0.0179,0.0967,0.1156,0.1545,0.2035,29.14,27.9,26.66,30.38
0.0197,0.0192,0.0179,0.0967,0.1156,0.1545,30.38,29.14,27.9,31.62
0.0186,0.0197,0.0192,0.0179,0.0967,0.1156,31.62,30.38,29.14,32.24
0.0076,0.0186,0.0197,0.0192,0.0179,0.0967,32.24,31.62,30.38,32.86
0.0068,0.0076,0.0186,0.0197,0.0192,0.0179,32.86,32.24,31.62,33.48
0.0062,0.0068,0.0076,0.0186,0.0197,0.0192,33.48,32.86,32.24,34.1
0.0057,0.0062,0.0068,0.0076,0.0186,0.0197,34.1,33.48,32.86,34.72
0.0055,0.0057,0.0062,0.0068,0.0076,0.0186,34.72,34.1,33.48,34.72
0,0.0055,0.0057,0.0062,0.0068,0.0076,34.72,34.72,34.1,34.72
0,0,0.0055,0.0057,0.0062,0.0068,34.72,34.72,34.72,34.72
0,0,0,0.0055,0.0057,0.0062,34.72,34.72,34.72,34.72
0,0,0,0,0.0055,0.0057,34.72,34.72,34.72,35.34
0,0,0,0,0,0.0055,35.34,34.72,34.72,35.34
0,0,0,0,0,0,35.34,35.34,34.72,35.96
0,0,0,0,0,0,35.96,35.34,35.34,36.58
0,0,0,0,0,0,36.58,35.96,35.34,38.11
0,0,0,0,0,0,38.11,36.58,35.96,39.93
0,0,0,0,0,0,39.93,38.11,36.58,42.66
0,0,0,0,0,0,42.66,39.93,38.11,45.39
0,0,0,0,0,0,45.39,42.66,39.93,49.94
0,0,0,0,0,0,49.94,45.39,42.66,54.49
0,0,0,0,0,0,54.49,49.94,45.39,58.13
0,0,0,0,0,0,58.13,54.49,49.94,62.68
0,0,0,0,0,0,62.68,58.13,54.49,65.65
0,0,0,0,0,0,65.65,62.68,58.13,67.95
0,0,0,0,0,0,67.95,65.65,62.68,69.1
0,0,0,0,0,0,69.1,67.95,65.65,69.1
0,0,0,0,0,0,69.1,69.1,67.95,69.1
0,0,0,0,0,0,69.1,69.1,69.1,69.1
0,0,0,0,0,0,69.1,69.1,69.1,70.25
0,0,0,0,0,0,70.25,69.1,69.1,70.25
0,0,0,0,0,0,70.25,70.25,69.1,70.25
0,0,0,0,0,0,70.25,70.25,70.25,70.25
0,0,0,0,0,0,70.25,70.25,70.25,70.25
0,0,0,0,0,0,70.25,70.25,70.25,70.25
0,0,0,0,0,0,70.25,70.25,70.25,70.25
0,0,0,0,0,0,70.25,70.25,70.25,70.25
0,0,0,0,0,0,70.25,70.25,70.25,70.25
0,0,0,0,0,0,70.25,70.25,70.25,70.25
0,0,0,0,0,0,70.25,70.25,70.25,71.4
0,0,0,0,0,0,71.4,70.25,70.25,72.55
0,0,0,0,0,0,72.55,71.4,70.25,74.85
0,0,0,0,0,0,74.85,72.55,71.4,77.15
0,0,0,0,0,0,77.15,74.85,72.55,80.6
0,0,0,0,0,0,80.6,77.15,74.85,84.05
0,0,0,0,0,0,84.05,80.6,77.15,85.2
0,0,0,0,0,0,85.2,84.05,80.6,85.2
0,0,0,0,0,0,85.2,85.2,84.05,84.05
0,0,0,0,0,0,84.05,85.2,85.2,80.6
0,0,0,0,0,0,80.6,84.05,85.2,77.15
0,0,0,0,0,0,77.15,80.6,84.05,72.55
0,0,0,0,0,0,72.55,77.15,80.6,69.1
0,0,0,0,0,0,69.1,72.55,77.15,65.65
0,0,0,0,0,0,65.65,69.1,72.55,63.59
0,0,0,0,0,0,63.59,65.65,69.1,61.77
0,0,0,0,0,0,61.77,63.59,65.65,59.95
0,0,0,0,0,0,59.95,61.77,63.59,58.13
0,0,0,0,0,0,58.13,59.95,61.77,57.22
0,0,0,0,0,0,57.22,58.13,59.95,56.31
0,0,0,0,0,0,56.31,57.22,58.13,55.4
0,0,0,0,0,0,55.4,56.31,57.22,54.49
0,0,0,0,0,0,54.49,55.4,56.31,53.58
0,0,0,0,0,0,53.58,54.49,55.4,51.76
0,0,0,0,0,0,51.76,53.58,54.49,50.85
0,0,0,0,0,0,50.85,51.76,53.58,50.85
0,0,0,0,0,0,50.85,50.85,51.76,49.94
0,0,0,0,0,0,49.94,50.85,50.85,49.94
0,0,0,0,0,0,49.94,49.94,50.85,49.94
0,0,0,0,0,0,49.94,49.94,49.94,49.94
0,0,0,0,0,0,49.94,49.94,49.94,50.85
0,0,0,0,0,0,50.85,49.94,49.94,50.85
0,0,0,0,0,0,50.85,50.85,49.94,50.85
0.2327,0,0,0,0,0,50.85,50.85,50.85,51.76
0,0.2327,0,0,0,0,51.76,50.85,50.85,51.76
0.0487,0,0.2327,0,0,0,51.76,51.76,50.85,51.76
0.0913,0.0487,0,0.2327,0,0,51.76,51.76,51.76,51.76
0.0935,0.0913,0.0487,0,0.2327,0,51.76,51.76,51.76,51.76
0.1052,0.0935,0.0913,0.0487,0,0.2327,51.76,51.76,51.76,52.67
0.1664,0.1052,0.0935,0.0913,0.0487,0,52.67,51.76,51.76,52.67
0.217,0.1664,0.1052,0.0935,0.0913,0.0487,52.67,52.67,51.76,51.76
0.4268,0.217,0.1664,0.1052,0.0935,0.0913,51.76,52.67,52.67,51.76
0.3649,0.4268,0.217,0.1664,0.1052,0.0935,51.76,51.76,52.67,51.76
0.3016,0.3649,0.4268,0.217,0.1664,0.1052,51.76,51.76,51.76,51.76
0.2374,0.3016,0.3649,0.4268,0.217,0.1664,51.76,51.76,51.76,52.67
0.0333,0.2374,0.3016,0.3649,0.4268,0.217,52.67,51.76,51.76,54.49
0.1099,0.0333,0.2374,0.3016,0.3649,0.4268,54.49,52.67,51.76,57.22
0.0881,0.1099,0.0333,0.2374,0.3016,0.3649,57.22,54.49,52.67,59.04
0.0278,0.0881,0.1099,0.0333,0.2374,0.3016,59.04,57.22,54.49,59.95
0,0.0278,0.0881,0.1099,0.0333,0.2374,59.95,59.04,57.22,59.95
0,0,0.0278,0.0881,0.1099,0.0333,59.95,59.95,59.04,59.95
0,0,0,0.0278,0.0881,0.1099,59.95,59.95,59.95,59.95
0,0,0,0,0.0278,0.0881,59.95,59.95,59.95,59.95
0.0012,0,0,0,0,0.0278,59.95,59.95,59.95,59.95
0.0123,0.0012,0,0,0,0,59.95,59.95,59.95,59.95
0,0.0123,0.0012,0,0,0,59.95,59.95,59.95,59.04
0.0049,0,0.0123,0.0012,0,0,59.04,59.95,59.95,59.04
0.0462,0.0049,0,0.0123,0.0012,0,59.04,59.04,59.95,58.13
0.0875,0.0462,0.0049,0,0.0123,0.0012,58.13,59.04,59.04,57.22
0.0687,0.0875,0.0462,0.0049,0,0.0123,57.22,58.13,59.04,56.31
0.1197,0.0687,0.0875,0.0462,0.0049,0,56.31,57.22,58.13,55.4
0.0407,0.1197,0.0687,0.0875,0.0462,0.0049,55.4,56.31,57.22,54.49
0.0413,0.0407,0.1197,0.0687,0.0875,0.0462,54.49,55.4,56.31,54.49
0.0818,0.0413,0.0407,0.1197,0.0687,0.0875,54.49,54.49,55.4,53.58
0.1321,0.0818,0.0413,0.0407,0.1197,0.0687,53.58,54.49,54.49,53.58
0.112,0.1321,0.0818,0.0413,0.0407,0.1197,53.58,53.58,54.49,53.58
0.0616,0.112,0.1321,0.0818,0.0413,0.0407,53.58,53.58,53.58,53.58
0.1007,0.0616,0.112,0.1321,0.0818,0.0413,53.58,53.58,53.58,53.58
0.1196,0.1007,0.0616,0.112,0.1321,0.0818,53.58,53.58,53.58,53.58
0.0286,0.1196,0.1007,0.0616,0.112,0.1321,53.58,53.58,53.58,54.49
0.0077,0.0286,0.1196,0.1007,0.0616,0.112,54.49,53.58,53.58,54.49
0.0072,0.0077,0.0286,0.1196,0.1007,0.0616,54.49,54.49,53.58,54.49
0.0172,0.0072,0.0077,0.0286,0.1196,0.1007,54.49,54.49,54.49,55.4
0.2172,0.0172,0.0072,0.0077,0.0286,0.1196,55.4,54.49,54.49,55.4
0.2673,0.2172,0.0172,0.0072,0.0077,0.0286,55.4,55.4,54.49,55.4
0.2474,0.2673,0.2172,0.0172,0.0072,0.0077,55.4,55.4,55.4,56.31
0.5176,0.2474,0.2673,0.2172,0.0172,0.0072,56.31,55.4,55.4,56.31
0.4778,0.5176,0.2474,0.2673,0.2172,0.0172,56.31,56.31,55.4,57.22
0.3281,0.4778,0.5176,0.2474,0.2673,0.2172,57.22,56.31,56.31,59.04
0.5283,0.3281,0.4778,0.5176,0.2474,0.2673,59.04,57.22,56.31,59.95
0.6886,0.5283,0.3281,0.4778,0.5176,0.2474,59.95,59.04,57.22,60.86
0.6489,0.6886,0.5283,0.3281,0.4778,0.5176,60.86,59.95,59.04,62.68
1.0791,0.6489,0.6886,0.5283,0.3281,0.4778,62.68,60.86,59.95,63.59
0.3094,1.0791,0.6489,0.6886,0.5283,0.3281,63.59,62.68,60.86,64.5
0.0996,0.3094,1.0791,0.6489,0.6886,0.5283,64.5,63.59,62.68,66.8
0.5098,0.0996,0.3094,1.0791,0.6489,0.6886,66.8,64.5,63.59,67.95
0.1999,0.5098,0.0996,0.3094,1.0791,0.6489,67.95,66.8,64.5,70.25
0.29,0.1999,0.5098,0.0996,0.3094,1.0791,70.25,67.95,66.8,72.55
0.3001,0.29,0.1999,0.5098,0.0996,0.3094,72.55,70.25,67.95,74.85
0.1197,0.3001,0.29,0.1999,0.5098,0.0996,74.85,72.55,70.25,78.3
0.2477,0.1197,0.3001,0.29,0.1999,0.5098,78.3,74.85,72.55,80.6
0.1639,0.2477,0.1197,0.3001,0.29,0.1999,80.6,78.3,74.85,84.05
0.1592,0.1639,0.2477,0.1197,0.3001,0.29,84.05,80.6,78.3,87.5
0.0346,0.1592,0.1639,0.2477,0.1197,0.3001,87.5,84.05,80.6,90.95
0.0209,0.0346,0.1592,0.1639,0.2477,0.1197,90.95,87.5,84.05,94.4
0.0188,0.0209,0.0346,0.1592,0.1639,0.2477,94.4,90.95,87.5,99
0.1984,0.0188,0.0209,0.0346,0.1592,0.1639,99,94.4,90.95,103.05
0.2886,0.1984,0.0188,0.0209,0.0346,0.1592,103.05,99,94.4,109.8
0.2488,0.2886,0.1984,0.0188,0.0209,0.0346,109.8,103.05,99,115.2
0.3692,0.2488,0.2886,0.1984,0.0188,0.0209,115.2,109.8,103.05,120.6
0.2097,0.3692,0.2488,0.2886,0.1984,0.0188,120.6,115.2,109.8,124.65
0.1604,0.2097,0.3692,0.2488,0.2886,0.1984,124.65,120.6,115.2,127.35
0.001,0.1604,0.2097,0.3692,0.2488,0.2886,127.35,124.65,120.6,127.35
0,0.001,0.1604,0.2097,0.3692,0.2488,127.35,127.35,124.65,124.65
0,0,0.001,0.1604,0.2097,0.3692,124.65,127.35,127.35,120.6
0,0,0,0.001,0.1604,0.2097,120.6,124.65,127.35,115.2
0,0,0,0,0.001,0.1604,115.2,120.6,124.65,111.15
0,0,0,0,0,0.001,111.15,115.2,120.6,105.75
0,0,0,0,0,0,105.75,111.15,115.2,100.35
0,0,0,0,0,0,100.35,105.75,111.15,96.7
0,0,0,0,0,0,96.7,100.35,105.75,93.25
0,0,0,0,0,0,93.25,96.7,100.35,89.8
0,0,0,0,0,0,89.8,93.25,96.7,87.5
0,0,0,0,0,0,87.5,89.8,93.25,84.05
0,0,0,0,0,0,84.05,87.5,89.8,81.75
0,0,0,0,0,0,81.75,84.05,87.5,78.3
0,0,0,0,0,0,78.3,81.75,84.05,76
0,0,0,0,0,0,76,78.3,81.75,73.7
0,0,0,0,0,0,73.7,76,78.3,71.4
0,0,0,0,0,0,71.4,73.7,76,69.1
0,0,0,0,0,0,69.1,71.4,73.7,67.95
0,0,0,0,0,0,67.95,69.1,71.4,65.65
0,0,0,0,0,0,65.65,67.95,69.1,64.5
0,0,0,0,0,0,64.5,65.65,67.95,62.68
0,0,0,0,0,0,62.68,64.5,65.65,61.77
0,0,0,0,0,0,61.77,62.68,64.5,60.86
0,0,0,0,0,0,60.86,61.77,62.68,59.95
0,0,0,0,0,0,59.95,60.86,61.77,59.95
0,0,0,0,0,0,59.95,59.95,60.86,59.04
0,0,0,0,0,0,59.04,59.95,59.95,58.13
0,0,0,0,0,0,58.13,59.04,59.95,58.13
0,0,0,0,0,0,58.13,58.13,59.04,57.22
0,0,0,0,0,0,57.22,58.13,58.13,56.31
0,0,0,0,0,0,56.31,57.22,58.13,54.49
0,0,0,0,0,0,54.49,56.31,57.22,53.58
0,0,0,0,0,0,53.58,54.49,56.31,51.76
0,0,0,0,0,0,51.76,53.58,54.49,50.85
0,0,0,0,0,0,50.85,51.76,53.58,49.03
0,0,0,0,0,0,49.03,50.85,51.76,48.12
0,0,0,0,0,0,48.12,49.03,50.85,47.21
0,0,0,0,0,0,47.21,48.12,49.03,46.3
0,0,0,0,0,0,46.3,47.21,48.12,45.39
0,0,0,0,0,0,45.39,46.3,47.21,44.48
0,0,0,0,0,0,44.48,45.39,46.3,42.66
0,0,0,0,0,0,42.66,44.48,45.39,41.75
0,0,0,0,0,0,41.75,42.66,44.48,40.84
0,0,0,0,0,0,40.84,41.75,42.66,40.84
0,0,0,0,0,0,40.84,40.84,41.75,39.93
0,0,0,0,0,0,39.93,40.84,40.84,39.02
0,0,0,0,0,0,39.02,39.93,40.84,38.11
0,0,0,0,0,0,38.11,39.02,39.93,38.11
0,0,0,0,0,0,38.11,38.11,39.02,37.2
0,0,0,0,0,0,37.2,38.11,38.11,36.58
0,0,0,0,0,0,36.58,37.2,38.11,35.96
0,0,0,0,0,0,35.96,36.58,37.2,35.96
0,0,0,0,0,0,35.96,35.96,36.58,35.34
0,0,0,0,0,0,35.34,35.96,35.96,34.72
0,0,0,0,0,0,34.72,35.34,35.96,34.1
0,0,0,0,0,0,34.1,34.72,35.34,34.1
0,0,0,0,0,0,34.1,34.1,34.72,33.48
0.002,0,0,0,0,0,33.48,34.1,34.1,33.48
0,0.002,0,0,0,0,33.48,33.48,34.1,32.86
0,0,0.002,0,0,0,32.86,33.48,33.48,32.24
0,0,0,0.002,0,0,32.24,32.86,33.48,31.62
0.0133,0,0,0,0.002,0,31.62,32.24,32.86,31.62
0,0.0133,0,0,0,0.002,31.62,31.62,32.24,31
0,0,0.0133,0,0,0,31,31.62,31.62,31
0,0,0,0.0133,0,0,31,31,31.62,30.38
0,0,0,0,0.0133,0,30.38,31,31,30.38
0.0353,0,0,0,0,0.0133,30.38,30.38,31,30.38
0,0.0353,0,0,0,0,30.38,30.38,30.38,29.76
0,0,0.0353,0,0,0,29.76,30.38,30.38,29.76
0,0,0,0.0353,0,0,29.76,29.76,30.38,29.14
0,0,0,0,0.0353,0,29.14,29.76,29.76,28.52
0.1955,0,0,0,0,0.0353,28.52,29.14,29.76,28.52
0.0285,0.1955,0,0,0,0,28.52,28.52,29.14,27.9
0.0116,0.0285,0.1955,0,0,0,27.9,28.52,28.52,27.28
0.1947,0.0116,0.0285,0.1955,0,0,27.28,27.9,28.52,27.28
0.7477,0.1947,0.0116,0.0285,0.1955,0,27.28,27.28,27.9,27.28
0.0906,0.7477,0.1947,0.0116,0.0285,0.1955,27.28,27.28,27.28,26.66
0.073,0.0906,0.7477,0.1947,0.0116,0.0285,26.66,27.28,27.28,26.66
0.0452,0.073,0.0906,0.7477,0.1947,0.0116,26.66,26.66,27.28,26.04
0.0668,0.0452,0.073,0.0906,0.7477,0.1947,26.04,26.66,26.66,26.04
0.0379,0.0668,0.0452,0.073,0.0906,0.7477,26.04,26.04,26.66,26.04
0.0185,0.0379,0.0668,0.0452,0.073,0.0906,26.04,26.04,26.04,26.04
0.018,0.0185,0.0379,0.0668,0.0452,0.073,26.04,26.04,26.04,26.04
0.0148,0.018,0.0185,0.0379,0.0668,0.0452,26.04,26.04,26.04,26.04
0.0089,0.0148,0.018,0.0185,0.0379,0.0668,26.04,26.04,26.04,25.42
0,0.0089,0.0148,0.018,0.0185,0.0379,25.42,26.04,26.04,25.42
0,0,0.0089,0.0148,0.018,0.0185,25.42,25.42,26.04,25.42
0,0,0,0.0089,0.0148,0.018,25.42,25.42,25.42,25.42
0,0,0,0,0.0089,0.0148,25.42,25.42,25.42,25.42
0,0,0,0,0,0.0089,25.42,25.42,25.42,25.42
0,0,0,0,0,0,25.42,25.42,25.42,25.42
0,0,0,0,0,0,25.42,25.42,25.42,24.8
0,0,0,0,0,0,24.8,25.42,25.42,24.8
0,0,0,0,0,0,24.8,24.8,25.42,24.3
0,0,0,0,0,0,24.3,24.8,24.8,24.3
0,0,0,0,0,0,24.3,24.3,24.8,24.3
